power,mean_deviance,sd_deviance,train_mean_deviance,mean_gini,sd_gini,train_gini,mean_loss_ratio,mean_mse,mean_iters,mean_dispersion
1.1,496.07250555381427,202.98089924662722,443.7230028475794,-0.29510181656898055,0.04600711362859686,-0.3973158699413227,0.9910780182079275,41317154.14305064,25.8,72877.06996679437
1.2,275.45465327880163,88.65858282618115,248.36801974373606,-0.30369204761251145,0.05012132913478487,-0.4007765238955976,0.9522699930891501,41316218.404550515,27.8,49500.33700379501
1.3,162.0456750430331,40.8271355442481,147.5768905542474,-0.3104275301542518,0.05505992813958622,-0.4026793357230555,0.90854145532766,41319189.11695145,30.0,33324.86581396354
1.4,100.58005697605768,19.611754524919625,92.615572186528,-0.3157145305872566,0.06021429318450206,-0.4034043225155933,0.859049216227701,41325303.18938798,32.0,22152.69788025937
1.5,65.8985065616252,9.764715380981528,61.36026288681927,-0.31985254647384753,0.06550502432468919,-0.4031326310057177,0.8038882412786912,41334438.52385168,33.6,14529.12487424814
1.6,45.88543777609808,5.04292514073511,43.183051705419274,-0.32289426311375957,0.0705911462946362,-0.40197661743273133,0.7436628354973011,41346760.63874756,35.4,9378.735178400235
1.7,34.58461577872863,2.7266491271902016,32.88203473057471,-0.3247185203745194,0.07505344286000656,-0.39996587510662535,0.6792201230199846,41362785.77330403,39.4,5927.46462418113
1.8,29.59564635792562,1.572500363540619,28.448210978352392,-0.3256358029933466,0.07932029906394507,-0.397096304399141,0.6115234733903087,41383919.000413306,42.6,3646.0331673121386
1.9,33.862872385853635,0.9945069776897502,33.0319792857829,-0.3257716680280399,0.08347281845111884,-0.39342254196454324,0.5416871939824032,41413692.53879751,44.0,2174.2053159729558
